Name,Latitude,Longitude,GHI (w/m2),Temperature(c),Relative Humidity (%),Solar Zenith Angle (Degree),Wind Direction (Degree),Wind Speed (m/s)
Conroe city,30.31677,-95.469869,330,,67.94622803,70.07601998,329.3258362,3.780973434
Converse city,29.513046,-98.307912,513,,60.15424728,60.36594741,347.1499939,3.682914972
Cool city,32.80007,-98.011264,648,,54.03334427,52.82616861,2.370910645,3.384391546
Coolidge town,31.751386,-96.652379,479,,48.98623657,48.49974481,13.1316452,3.174970627
Cooper city,33.371747,-95.691003,480,,45.98435593,48.26821565,21.18590546,3.192041874
Coppell city,32.963876,-96.990824,473,,45.11745453,52.18655976,27.52061081,3.416341305
Copper Canyon town,33.096292,-97.097506,321,,46.45345688,59.43282931,29.84737396,3.665748596
Copperas Cove city,31.117056,-97.914358,187,,50.16749954,68.95282958,32.80039597,3.766186237
Corinth city,33.14341,-97.068122,146,,56.43870926,79.91881988,37.10259247,3.769123554
Corpus Christi city,27.734618,-97.280689,129,,55.05900955,81.01640972,135.3144226,2.460536957
Corral City town,33.098512,-97.230394,341,,42.90383148,69.90251764,144.4441528,2.211771011
Corrigan town,30.99881,-94.827488,529,,37.57356262,60.1570636,156.0759888,2.126990318
Corsicana city,32.082156,-96.468533,556,,35.38662338,52.57862439,167.9953918,2.226966381
Cottonwood city,32.460877,-96.39986,740,,35.05142975,48.22060755,176.7638245,2.340084076
Cottonwood Shores city,30.552128,-98.324708,744,,36.03400803,47.97859856,183.9473419,2.282874107
Cotulla city,28.436345,-99.236658,618,,38.19792175,51.91066366,190.7900543,2.132064342
Country Acres,27.925064,-97.166012,383,,41.74528885,59.1837191,194.1572266,2.072086334
Cove city,29.810154,-94.820703,215,,48.23195648,68.73207334,192.018219,2.314002037
Covington city,32.178385,-97.260335,58,,56.018013,79.72262185,176.3983002,3.237350225
Coyanosa,31.240978,-103.064828,47,,79.01035309,80.8663086,210.8262634,2.312814713
Coyote Acres,27.713178,-98.134633,223,,68.48080444,69.72373965,211.0724487,2.012742519
Coyote Flats,32.352812,-97.294409,404,,57.38741684,59.94280024,201.3196411,2.008730173
Crandall city,32.628083,-96.453419,401,,49.46309662,52.32562698,187.5723877,2.158126593
Crane city,31.391893,-102.350425,514,,45.24569702,47.93623521,178.1355743,2.258099318
Cranfills Gap city,31.775272,-97.830275,501,,43.88792038,47.68458942,172.2577209,2.231412888
Crawford town,31.537693,-97.442875,398,,44.84128571,51.63171028,168.8365479,2.199282646
Creedmoor city,30.094329,-97.743156,427,,48.19084549,58.93284328,169.0025787,2.343379498
Cresson city,32.529886,-97.615387,178,,55.23474884,68.51050172,168.8079987,2.720842123
Crockett city,31.31768,-95.456391,83,,66.52902222,79.52621061,163.4068604,3.363323689
Crosby,29.914623,-95.059081,133,,58.63163376,80.71101056,261.5803833,3.753776073
Crosbyton city,33.641302,-101.237721,345,,46.17872238,69.53974973,267.0411987,3.872935057
Cross Mountain,29.653516,-98.656406,533,,35.99921799,59.72323998,277.0724487,4.297253609
Cross Plains town,32.127068,-99.165775,671,,29.58986664,52.06726784,286.3052368,4.682638168
Cross Roads town,33.227787,-96.998039,747,,25.56923103,47.64672529,293.7336121,4.900871277
Cross Timber town,32.48324,-97.325928,752,,23.16750526,47.38629824,298.8511353,5.02173233
Crowell city,33.983893,-99.724149,687,,22.14517212,51.34982248,303.6533508,5.03014183
Crowley city,32.578056,-97.358395,372,,26.99229431,68.28822408,324.783783,4.408762932
Crystal City city,28.690847,-99.825713,159,,34.41931915,79.32968024,342.3053894,4.29881382
Cuero city,29.094596,-97.287505,556,,22.62594223,58.68032422,312.2912292,4.845160007
Cuevitas,26.258492,-98.578721,13,,65.80915833,80.55054254,356.7351074,1.65611577
Cumby city,33.135346,-95.8399,44,,56.9240799,69.35060482,341.8086853,1.44202137
Cumings,29.584498,-95.799489,99,,50.09558105,59.4984576,325.2607117,1.347747326
Cuney town,32.037434,-95.414719,140,,45.35845947,51.80363229,316.3162842,1.256779432
Cushing city,31.812598,-94.841142,210,,42.20971298,47.35216931,315.4252319,1.077138186
Cut and Shoot city,30.340371,-95.353797,305,,40.60726929,47.08382763,314.3143921,0.864847183
D'Hanis,29.33049,-99.275364,513,,40.54795837,51.06511167,311.6575928,0.700833678
Daingerfield city,33.030589,-94.725098,559,,42.20799637,58.4262641,321.2474365,0.580379009
Daisetta city,30.113515,-94.642564,376,,46.45304489,68.06531565,343.5415039,0.557921112
Dalhart city,36.057999,-102.512327,163,,55.38912964,79.13305403,30.008461,0.925167084
Dallas city,32.79398,-96.765693,142,,68.90418243,80.38509264,251.5036469,2.783482075
Dalworthington Gardens city,32.693662,-97.15654,359,,55.63789749,69.15645281,252.2153168,2.25394249
Damon,29.283237,-95.740771,691,,31.94182777,51.53485614,257.3988037,2.286928654
Danbury city,29.227298,-95.346241,766,,26.32965469,47.05270073,260.3390503,2.201283693
Darrouzett town,36.444886,-100.325792,550,,42.25194931,59.26859398,251.4828186,2.156013489
Dawson town,31.89412,-96.715089,771,,23.55339241,46.77732031,264.0914307,1.989030004
Dayton city,30.035624,-94.902441,703,,22.59929085,50.77773412,265.6452332,1.753335357
Dayton Lakes city,30.144613,-94.820832,571,,24.5269928,58.17082315,259.4633789,1.520193338
De Kalb city,33.507524,-94.616565,170,,40.80192566,78.93652256,214.2861023,1.489322186
De Leon city,32.11135,-98.535156,385,,33.24945831,67.84193655,248.1998138,1.286675215
Dean city,33.930036,-98.367411,146,,49.48537445,80.21467077,257.6439819,4.317996025
Decatur city,33.227634,-97.589868,363,,40.09063339,68.95734734,260.3834839,4.06187439
DeCordova city,32.427893,-97.691168,554,,29.63891411,59.03372153,264.1153564,4.43091011
Deer Park city,29.689559,-95.115168,694,,21.42850876,51.2610213,270.6311646,5.168401718
Del Mar Heights,26.056576,-97.423538,769,,17.80516434,46.74840647,276.1506348,5.657155037
Del Rio city,29.370369,-100.879534,773,,16.50747681,46.46687334,279.4121704,5.95009613
Del Sol,28.01316,-97.520239,706,,16.16810417,50.48779432,281.0223083,5.984005928
Dell City city,31.934889,-105.199816,573,,17.19676781,57.91409401,281.1407166,5.609830856
Delmita,26.68515,-98.423067,388,,21.31632805,67.61814812,281.0545654,5.041573524
Denison city,33.75764,-96.565906,173,,27.45705032,78.74008506,278.7434692,4.710969925
Denton city,33.215616,-97.141244,148,,45.33993149,80.03934555,297.5844727,5.506900311
Denver City town,32.968043,-102.831879,365,,35.16960907,68.75337774,303.8612671,5.180213928
Deport city,33.529148,-95.317422,555,,27.21842003,58.79394082,314.3611755,5.153580666
DeSoto city,32.599149,-96.863359,693,,22.66736412,50.98223286,328.3178101,5.087240219
Detroit town,33.660196,-95.266454,767,,20.76542664,46.43939437,342.4256287,4.688764572
Devers city,30.028699,-94.585972,770,,20.66840172,46.15260499,354.6861572,4.107923985
Devine city,29.145625,-98.904875,702,,21.35324669,50.19542025,7.19304657,3.641181231
Deweyville,30.303468,-93.758685,570,,22.66270828,57.6561982,18.26887512,3.316373825
Diboll city,31.187291,-94.783754,386,,28.39720154,67.39405256,27.06147385,2.956422329
Dickens city,33.621273,-100.836804,172,,36.79554749,78.54382057,32.65244293,2.61625433
Dickinson city,29.454011,-95.05864,152,,45.65218735,79.85922086,175.9902344,2.34176302
Dilley city,28.66764,-99.176536,371,,37.85655594,68.54464996,179.571167,2.126918316
Dimmitt city,34.532174,-102.310932,564,,27.94171906,58.54936489,174.773941,2.385148764
DISH town,33.132925,-97.301414,704,,20.96399879,50.69860609,168.3963928,2.787041187
Dodd City town,33.575673,-96.075543,780,,18.59417343,46.12577947,169.7479858,2.866625547
Dodson town,34.765375,-100.020419,783,,17.70617485,45.83463922,171.8022766,2.88307476
Doffing,26.278779,-98.38558,715,,17.77283287,49.90074563,172.8486481,2.951634884
Domino town,33.250857,-94.116877,581,,18.87837601,57.39726416,170.8252563,3.111561775
Donna city,26.146739,-98.055933,395,,23.70912361,67.16976219,166.2842102,3.321350813
Doolittle,26.359771,-98.116769,178,,31.09758568,78.34782995,156.1899109,3.745449305
Dorchester city,33.53196,-96.699236,153,,40.12707138,79.67439214,244.44664,3.386202335
Double Oak town,33.063297,-97.111634,371,,34.34943008,68.3312676,244.3975372,2.521114349
Douglassville town,33.191646,-94.35194,562,,26.4634304,58.30010357,237.3593903,2.007103205
Doyle,27.885676,-97.352928,702,,20.20960617,50.4102523,240.404541,1.868350267
Driftwood,30.133072,-98.037293,777,,18.5647583,45.80767331,236.448288,1.76765275
Dripping Springs city,30.187319,-98.08759,781,,18.12665749,45.51309638,231.3084717,1.757431746
Driscoll city,27.67302,-97.751039,713,,18.40410995,49.60389932,224.7534332,1.744837999
Dublin city,32.087487,-98.339129,580,,19.68393707,57.13741235,216.9032593,1.693184257
Dumas city,35.861337,-101.964197,395,,26.97451973,66.94537687,201.6876221,1.830013037
Duncanville city,32.645945,-96.912774,179,,35.25735855,78.15219004,172.6878357,2.482080936
Eagle Lake city,29.587233,-96.328563,156,,39.08839417,79.4849352,310.9468079,2.033861876
Eagle Pass city,28.711766,-100.482982,374,,33.64618301,68.11332287,334.7349548,2.201283455
Early city,31.745056,-98.93746,565,,31.09350204,58.04625779,351.3833618,2.314971447
Earth city,34.2338,-102.409176,703,,30.13499641,50.11727471,0.303466797,2.349683285
East Alto Bonito,26.302275,-98.635768,776,,30.24152565,45.48517933,7.039428711,2.46886611
East Bernard city,29.524078,-96.062184,778,,31.17819214,45.18808843,13.14334869,2.778944731
East Lopez,26.308661,-98.637851,709,,33.12878799,49.30499976,20.32983398,3.428359985
East Mountain city,32.600338,-94.852386,485,,36.34012222,56.87674831,26.63533401,4.477751255
East Tawakoni city,32.900959,-95.939646,391,,41.68437576,66.72097289,32.97888565,5.733512878
Eastland city,32.401538,-98.817336,106,,49.30218506,77.95693089,34.68128204,6.762084961
Easton city,32.38193,-94.591243,4,,71.26094818,79.29090773,49.85441589,3.003484249
Ector city,33.579284,-96.273115,74,,65.24124908,67.89090384,50.3495636,2.998021603
Edcouch city,26.293723,-97.963089,142,,57.74703598,57.78793165,49.5598259,2.859460354
Eden city,31.216247,-99.843965,316,,50.47513962,49.81978353,49.65602875,2.507624626
Edgecliff Village town,32.655965,-97.340619,343,,43.9126358,45.15840892,48.50625992,1.914280653
Edgewater Estates,28.096882,-97.864972,370,,39.20448685,44.85973631,44.02392197,1.232136607
Edgewood town,32.69457,-95.883257,208,,37.47876358,49.00417694,39.34331131,0.760142684
Edinburg city,26.315584,-98.163713,575,,38.23205185,56.61539452,33.67689133,0.573311925
Edmonson town,34.279108,-101.896666,393,,41.26263428,66.49665552,26.788517,0.523921549
Edna city,28.975699,-96.648256,60,,52.14880753,77.7621507,23.28012085,0.461022675
Edom city,32.374275,-95.60986,370,,53.75636673,67.66417258,220.8342896,2.79056406
Edroy,27.960901,-97.675441,157,,61.90605164,79.0925107,218.2106171,2.927987576
Eidson Road,28.667769,-100.478861,695,,43.91373825,49.51791864,242.0104218,2.163491964
El Brazil,26.468651,-98.726828,557,,48.19425583,57.52527531,228.288269,2.553763866
El Camino Angosto,26.111524,-97.643788,708,,38.03543854,48.70157597,309.4214478,1.546265006
El Campo city,29.198189,-96.273803,770,,40.65733719,44.82749434,262.1887817,1.823194265
El Castillo,26.334926,-98.638659,774,,38.59555817,44.5281779,286.2752075,1.635848522
El Cenizo,26.410569,-98.915845,396,,44.4173584,66.27254365,349.2249146,1.36017251
El Cenizo city,27.331761,-99.502875,578,,39.24829483,56.35348729,328.0650635,1.441796899
El Chaparral,26.348795,-98.767339,184,,52.33793259,77.56795783,21.24232483,1.454106808
El Indio,28.509153,-100.306741,102,,72.28299713,78.88977539,187.3378296,1.59277916
El Lago city,29.573191,-95.044111,379,,56.98614883,67.43319795,185.420517,1.332339525
El Mesquite,26.384685,-98.771579,569,,46.11791229,57.25837583,165.696579,1.198570251
El Paso city,31.8481,-106.432021,707,,40.61401367,49.21177459,158.973175,1.077211857
El Quiote,26.38449,-98.908378,782,,37.71319199,44.49253192,156.7066803,1.090376616
El Rancho Vela,26.403815,-98.769016,785,,36.55571747,44.19351817,158.6216125,1.201445937
El Refugio,26.340638,-98.758944,589,,36.70349884,48.39730668,163.5496826,1.391707897
El Socio,26.340454,-98.637097,460,,38.25934601,56.09111939,165.556778,1.726959229
Elbert,33.274758,-99.002109,293,,42.94876862,66.04869583,166.1383972,2.196140528
Eldorado city,30.861728,-100.597926,159,,50.48940277,77.37435959,159.8278809,2.848049164
Electra city,34.032102,-98.920797,73,,69.98232269,78.68281025,215.9342041,3.730200768
Elgin city,30.35294,-97.388673,169,,56.42768097,67.19809732,221.9599915,3.735083103
Elias-Fela Solis,26.385639,-98.623644,258,,46.39695358,56.98735568,231.761673,4.033851147
Elkhart town,31.627968,-95.578968,607,,40.53610992,44.15364037,239.2271423,4.098618031
Elm Creek,28.778247,-100.491019,549,,41.60033798,48.90147315,237.7480469,4.101173401
Elmendorf city,29.25547,-98.31695,769,,41.5382309,43.85588322,239.9380035,4.163630962
Elmo,32.731481,-96.158998,703,,43.70350266,48.09150149,242.6362457,4.235929489
Elsa city,26.297885,-97.993759,415,,45.76959229,55.82841154,244.8151855,4.240437508
Emerald Bay,32.160166,-95.438039,161,,48.99434662,65.82521178,246.9306793,4.11191082
Emhouse town,32.160703,-96.577203,176,,54.52299881,77.18143896,246.0116425,4.066428185
Emory city,32.87656,-95.767675,17,,49.78901291,78.47168374,8.802230835,4.752213478
Encantada-Ranchito-El Calaboz,26.033388,-97.633195,51,,46.08794022,66.95896158,2.101264954,4.452653885
Enchanted Oaks town,32.266601,-96.108989,293,,43.68822479,56.71231796,356.4901733,3.944985151
Encinal city,28.04069,-99.35506,258,,40.88586807,48.58712025,352.6094666,3.49721384
Encino,26.936397,-98.115199,280,,38.6806488,43.8109241,349.4559631,3.150287628
Ennis city,32.326076,-96.638045,203,,37.97891617,43.51538498,348.5052795,2.780700922
Escobar I,26.414452,-98.967011,328,,38.17807007,47.78427659,349.3400269,2.449424267
Escobares city,26.412704,-98.957883,23,,38.7015419,55.56546159,354.7475891,2.250030518
Estelline town,34.546994,-100.439938,158,,39.99117279,65.60215387,6.318122864,2.139056206
Eugenio Saenz,26.358253,-98.633123,104,,44.52383804,76.98920725,24.87269592,2.213027
Euless city,32.85073,-97.079847,66,,68.55004883,78.25655589,70.37646484,2.387096643
Eureka city,32.012222,-96.285669,169,,59.11524963,66.71594588,59.94204712,1.787567019
Eustace city,32.307544,-96.013802,313,,52.95206451,56.43341437,42.71967697,1.416600347
Evadale,30.33694,-94.059957,406,,49.1183815,48.26885911,10.03787231,1.495914936
Evant town,31.476426,-98.150185,579,,46.16994095,43.46451761,343.2076416,1.830496073
Evergreen,26.424841,-99.024011,677,,43.70077133,43.17216312,330.5381775,2.216371775
Everman city,32.629635,-97.282888,614,,42.01726151,47.47577763,326.3164368,2.703710079
Fabens,31.513489,-106.152082,339,,41.78130722,55.30240439,329.9727173,3.083323717
Fabrica,28.744681,-100.493396,315,,43.66409302,65.37964176,334.5656128,3.033462763
Fair Oaks Ranch city,29.744271,-98.638636,210,,49.52377701,76.79778953,339.4030762,2.503552914
Fairchilds village,29.439746,-95.777594,13,,58.93595123,88.99887765,354.9337158,1.819532156
Fairfield city,31.718312,-96.169778,184,,61.14496613,78.0375366,203.283783,3.570280075
Fairview town,33.140077,-96.612263,603,,37.02329254,56.15075918,227.2129517,2.68850255
Falcon Heights,26.560372,-99.122493,408,,48.03524017,66.46915896,210.1177521,3.015105724
Falcon Lake Estates,26.871909,-99.258479,745,,29.23151207,47.94680496,254.6721497,2.605237007
Falcon Mesa,26.870641,-99.290606,821,,23.62888718,43.1145334,283.1400146,2.76304841
Falcon Village,26.56511,-99.134151,825,,20.04864693,42.82633723,304.734375,2.984771252
Falconaire,26.551121,-99.116881,757,,18.06546974,47.16612854,320.2110291,3.121410131
Falfurrias city,27.224389,-98.145196,622,,17.56809235,55.03934759,330.7812805,3.022119999
Falls City city,28.982165,-98.021651,433,,21.35295486,65.15775557,340.3687744,2.733211517
Falman,27.928053,-97.171276,212,,29.16633987,76.6072382,356.3332214,2.405288696
Fannett,29.924942,-94.238953,15,,34.16580582,88.83026697,21.33798981,2.174757957
Farmers Branch city,32.927178,-96.880424,185,,75.75714874,77.81471784,167.6886444,4.19213295
Farmersville city,33.160131,-96.361337,407,,61.74903488,66.21870872,168.1161499,4.051608086
Farwell city,34.385608,-103.037297,599,,51.78594589,55.86446746,169.1670532,3.921093464
Fate city,32.939295,-96.38648,740,,43.442173,47.62107123,172.3696594,3.718427181
Fayetteville city,29.906326,-96.675873,814,,36.32051468,42.76107953,180.6940002,3.42760396
Faysville,26.404,-98.12953,817,,31.34149551,42.478021,191.3577423,3.104424238
Fernando Salinas,26.397879,-98.831072,614,,26.85299873,54.77638548,212.796936,2.622511148
Ferris city,32.536934,-96.673768,748,,28.35042191,46.8554448,202.0333099,2.829093933
Fifth Street,29.597927,-95.551849,427,,30.96879959,64.9365553,214.8561249,2.499397278
Flatonia town,29.688689,-97.106101,174,,38.28514099,76.41756977,191.9911499,2.854730606
Flor del Rio,26.401302,-98.901498,16,,42.33517456,88.66243575,178.1095428,3.587121487
Florence city,30.840467,-97.792796,190,,43.80134201,77.58822976,258.9364624,5.308414459
Floresville city,29.140379,-98.162731,414,,33.46601486,65.96472991,263.9383545,5.238570213
Flowella,27.219963,-98.064536,610,,23.10092545,55.57467703,268.5568848,5.736626625
Flower Mound town,33.033948,-97.113969,592,,16.80838776,47.29179115,273.8605042,6.22953701
Floydada city,33.983524,-101.336787,640,,14.23921299,42.4042814,278.17276,6.238544464
Follett city,36.433973,-100.140768,831,,13.17012787,42.12734451,280.9430847,5.998564243
Forest Hill city,32.661998,-97.266395,529,,12.7680006,46.54385903,281.9454956,5.751325607
Forney city,32.747149,-96.452089,462,,13.02525234,54.513632,277.9176331,5.592180729
Forsan city,32.110338,-101.366796,118,,20.5047226,76.22884363,268.2184448,5.095790863
Fort Bliss,31.813609,-106.412226,320,,15.47728443,64.71612619,273.0769043,5.272015572
Fort Clark Springs,29.293734,-100.424432,9,,24.40501976,88.49545454,262.7776489,5.394059181
Fort Davis,30.578374,-103.892183,120,,44.86817932,77.3581511,329.8561401,3.076875448
Fort Hancock,31.283682,-105.844542,410,,38.84676743,65.70732263,350.8276978,2.683946371
Fort Hood,31.134621,-97.779827,470,,34.73886108,55.28149737,356.4680176,2.104915857
Fort Stockton city,30.892673,-102.885707,742,,31.64060783,46.95907573,357.1907349,1.50988245
Fort Worth city,32.780193,-97.347032,818,,29.23800659,42.0442467,349.8368225,1.025729895
Four Corners,29.67041,-95.659428,822,,27.64336777,41.77442247,338.7663879,0.615527391
Four Points,27.796407,-99.454824,754,,26.86339951,46.23148844,325.0632019,0.281518519
Fowlerton,28.460841,-98.811388,619,,27.05160904,54.25118399,321.5153198,0.206508577
Franklin city,31.02548,-96.485643,431,,31.24479294,64.49653413,102.1567078,0.814063907
Frankston town,32.056093,-95.50436,212,,38.43518066,76.04109391,94.21994781,1.970993996
Fredericksburg city,30.266894,-98.875797,18,,42.9596138,88.3292944,100.7071609,2.845067024
Freeport city,28.941923,-95.362083,292,,52.69800949,65.44663085,40.2603302,1.850177765
Freer city,27.882338,-98.618056,150,,44.87467575,54.98507407,38.0564003,3.013724804
Fresno,29.536025,-95.47074,89,,66.22947693,77.12462476,120.1582336,0.771992922
Friendswood city,29.510878,-95.198015,96,,41.75818253,46.6230629,43.16892624,3.881428719
Friona city,34.639432,-102.723065,129,,41.65364075,41.68110214,48.36486816,4.56065464
Frisco city,33.150755,-96.820134,331,,43.00187683,41.41938403,52.45465088,5.194232941
Fritch city,35.643066,-101.596432,86,,45.03404999,45.91846148,54.71567917,5.676744461
Fronton,26.425856,-99.076206,60,,47.90921021,53.98914638,55.54590988,5.767621994
Fronton Ranchettes,26.42522,-99.027028,58,,53.11634445,64.27785008,57.56031036,5.562026501
Frost city,32.078807,-96.808536,212,,60.70512009,75.85435584,58.35376358,5.326659679
Fruitvale city,32.683359,-95.803464,19,,67.04460144,88.16392201,58.06582642,5.156541348
Fulshear city,29.69076,-95.88212,194,,59.62321091,76.88771832,37.19431686,3.291975498
Fulton town,28.072402,-97.03773,167,,54.33673859,65.18275042,35.79047012,3.026474953
Gail,32.766981,-101.446551,602,,49.8250351,54.68551529,31.37288284,2.727050304
Gainesville city,33.638475,-97.148438,741,,46.56881714,46.28386349,29.17427444,2.407920361
Galena Park city,29.74503,-95.233372,816,,44.61626816,41.31495541,30.00577164,2.082151413
Gallatin city,31.896855,-95.152061,820,,43.96307755,41.06234514,31.94900894,1.818041801
Galveston city,29.243906,-94.856543,753,,45.07279587,45.60489832,33.9330864,1.681152821
Ganado city,29.041246,-96.511048,621,,48.4461441,53.72762229,29.58103561,1.751423597
Garceno,26.412177,-98.940428,436,,53.4093132,64.06015508,26.95137787,1.923654795
Garciasville,26.319777,-98.699621,218,,58.62312317,75.66870292,35.35473251,2.09113431
Garden City,31.867392,-101.486372,21,,62.66983795,87.99955219,47.96957779,2.239908934
Garden Ridge city,29.63792,-98.292599,13,,63.29894257,76.64766462,15.8006134,1.058920383
Gardendale,32.010453,-102.358691,60,,56.28589249,64.9158701,352.5718079,0.952546895
Garfield,30.196099,-97.55147,109,,50.96608353,54.38299428,339.9408569,0.527408421
Garland city,32.91008,-96.630426,226,,48.30619812,45.94163497,12.33995056,0.400941849
Garrett town,32.368061,-96.654326,205,,47.90496063,40.94594812,128.6053009,0.780918479
Garrison city,31.825179,-94.49314,240,,48.0871048,40.70344821,134.6177979,1.129583359
Gary City town,32.027728,-94.367901,203,,48.94593048,45.2909402,133.1935272,1.329600811
Garza-Salinas II,26.351774,-98.759539,178,,51.23919296,53.46673011,131.03685,1.385374308
Gatesville city,31.443951,-97.733295,131,,55.29419708,63.84353834,118.9484329,1.529617071
George West city,28.33,-98.118304,38,,61.44280243,75.48420311,93.09255981,2.172089338
Georgetown city,30.663458,-97.692674,4,,67.29920197,87.83627602,72.5619278,2.994166374
Geronimo,29.672801,-97.968569,14,,84.73440552,88.82790962,292.2681274,5.267904282
Gholson city,31.712275,-97.235952,214,,65.82665253,76.40453524,292.6469421,5.08646965
Giddings city,30.183326,-96.928977,445,,47.90310669,64.64609132,295.2786255,5.19527626
Gilmer city,32.731805,-94.946028,645,,37.23954773,54.07762397,298.9807739,5.460486412
Girard,33.3635,-100.659691,789,,32.46806717,45.59649008,302.2814026,5.630928993
Gladewater city,32.54347,-94.945265,866,,30.7171917,40.57418624,304.2058716,5.636396885
Glen Rose city,32.245645,-97.743777,867,,30.14401817,40.3428038,304.1884766,5.508466721
Glenn Heights city,32.550648,-96.854767,795,,30.12437248,44.97669546,303.5267944,5.352777481
Glidden,29.697568,-96.590813,655,,30.78347778,53.20655027,303.920166,5.247042656
Godley city,32.451248,-97.532198,461,,33.18342972,63.62804118,306.4282227,4.881256104
Goldsmith city,31.983325,-102.616381,234,,39.30100632,75.30085276,311.5501709,4.236867905
Goldthwaite city,31.452869,-98.569896,26,,45.01623154,87.67394327,313.3181152,3.743832111
Goliad city,28.67092,-97.391691,16,,81.59317017,88.59934961,39.98603058,5.485352516
Golinda city,31.371095,-97.076303,214,,69.19101715,76.15842128,46.54693222,5.3894701
Gonzales city,29.512539,-97.447237,372,,57.44396591,64.37352456,50.35004807,5.146804333
Goodlow city,32.109065,-96.215144,286,,49.77422333,53.76952505,50.03666306,4.724850655
Goodrich city,30.609276,-94.946625,280,,45.50790024,45.24854825,47.88956833,4.385601997
Gordon city,32.545547,-98.367183,181,,43.44919968,40.19978062,45.54227829,4.115548611
Goree city,33.467965,-99.523621,384,,42.60276413,39.98052661,44.31774902,3.878438473
Gorman city,32.213538,-98.672077,330,,43.05155563,44.66227564,45.21926117,3.726264954
Graford city,32.937415,-98.247505,285,,45.20666122,52.94716487,49.16181183,3.67350173
Graham city,33.101652,-98.577852,198,,49.34415054,63.41370572,55.73597336,3.718153954
Granbury city,32.447924,-97.768407,234,,55.10607529,75.11864846,63.37239456,3.829010963
Grand Acres,26.242421,-97.829148,27,,59.93856812,87.51240512,64.8502655,4.025809288
Grand Prairie city,32.686765,-97.020931,18,,73.26451111,88.36757713,99.6316452,3.027729273
Grand Saline city,32.677543,-95.711324,216,,63.23330307,75.9094656,105.5862885,3.058293581
Grandfalls town,31.340494,-102.854463,82,,54.94440842,64.0983193,113.9526062,3.112791061
Grandview city,32.268495,-97.177497,101,,49.29068375,53.45884808,121.0563812,3.193408728
Granger city,30.717969,-97.441103,142,,47.19161987,44.8979525,127.7476501,3.29977107
Granite Shoals city,30.5895,-98.377819,184,,47.56455612,39.82286254,132.7545929,3.379407167
Granjeno city,26.137396,-98.303125,159,,48.15214539,39.6167518,135.2689819,3.408989906
Grape Creek,31.581679,-100.547371,131,,49.35945892,44.34781644,134.0909271,3.407501221
Grapeland city,31.494309,-95.480194,100,,52.29705429,52.68868944,133.6897125,3.379679441
Grapevine city,32.934295,-97.074355,71,,57.62242508,63.20062701,131.5698547,3.383897066
Grays Prairie village,32.472634,-96.350725,235,,65.83827209,74.93768683,125.4107742,3.501001835
Greatwood,29.551619,-95.670371,29,,75.25537109,87.35195345,115.7239838,3.731742382
Green Valley Farms,26.121925,-97.561022,20,,82.28425598,88.13290999,148.1249847,3.040367603
Greenville city,33.11151,-96.109433,220,,71.86348724,75.65782417,153.837677,3.125821114
Gregory city,27.922114,-97.291753,109,,62.8574791,63.82061784,158.9971161,3.094815969
Grey Forest city,29.616932,-98.683324,151,,57.75630951,53.14573228,162.8695068,2.999335289
Groesbeck city,31.52581,-96.528369,300,,55.03859711,44.54483391,165.4410095,2.84266901
Groom town,35.204968,-101.106954,270,,53.0186882,39.44355034,165.1695557,2.678563833
Groves city,29.945659,-93.91641,388,,51.41931915,39.25159973,163.045166,2.598237038
Groveton city,31.057165,-95.126859,318,,50.73999023,44.03343378,160.0898743,2.658778906
Gruver city,36.256201,-101.412245,306,,51.94743729,52.43121063,157.18573,2.868255615
Guadalupe-Guerra,26.410816,-99.081881,248,,56.30859756,62.98885593,153.611084,3.215005875
Guerra,26.882583,-98.894882,237,,65.31604767,74.75798551,145.4395752,3.720173359
Gun Barrel City city,32.327678,-96.128817,30,,76.30341339,87.19254047,134.8290863,4.243010521
Gunter city,33.464664,-96.764663,12,,84.79682159,87.89538301,147.8014221,1.644925833
Gustine town,31.845689,-98.402529,114,,73.4280777,75.40361266,152.3882751,1.500906229
Guthrie,33.621584,-100.329016,163,,62.52122498,63.54054976,154.6105042,1.198161125
Gutierrez,26.340046,-98.631565,222,,52.40696716,52.83031315,152.0883636,0.92192018
H. Cuellar Estates,26.561135,-99.125787,357,,44.23603821,44.18932296,146.6756592,0.756450295
Hackberry town,33.150111,-96.918407,351,,38.79899216,39.06196246,133.5304565,0.701920152
Hale Center city,34.066107,-101.84626,407,,35.41544724,38.88519128,117.764328,0.77526176
Hallettsville city,29.442986,-96.943243,229,,34.23285294,43.71924342,105.3637924,1.1029284
Hallsburg city,31.568344,-96.946402,221,,35.72357559,52.1748127,97.79553223,1.732124567
Hallsville city,32.502581,-94.569875,296,,40.37064743,62.7784378,98.41061401,2.488480806
Haltom City city,32.817587,-97.270659,136,,49.10267639,74.57955145,100.7435226,3.18892312
Hamilton city,31.703875,-98.118328,18,,60.03180695,87.03408833,98.16557312,3.596531868
Hamlin city,32.889778,-100.132892,8,,68.43483734,75.14694347,98.97288513,2.781072617
Happy town,34.741582,-101.857144,93,,62.33257675,63.25824212,113.3780975,2.940274239
Hardin city,30.149235,-94.737748,148,,57.31066895,52.51272353,126.1846466,3.151910782
Hargill,26.442289,-98.014559,177,,53.25744247,43.83154758,136.1116791,3.374205351
Harker Heights city,31.057969,-97.644012,311,,49.89097595,38.67821483,143.7841492,3.537419796
