Name,Latitude,Longitude,GHI (w/m2),Temperature(c),Relative Humidity (%),Solar Zenith Angle (Degree),Wind Direction (Degree),Wind Speed (m/s)
Rancho Grande,33.682652,-108.858087,11,,93.13271332,88.63989276,301.7634888,2.80126214
Ranchos de Taos,36.362127,-105.601182,48,,90.36092377,86.40174176,1.917289734,3.565177441
Raton city,36.88497,-104.439572,253,,90.60438538,75.33579853,6.544540405,3.189343214
Red River town,36.704275,-105.406719,453,,85.93994904,65.4616694,11.16596985,3.028002262
Regina,36.194705,-106.945348,610,,80.00545502,57.44250591,13.16956329,2.994015217
Reserve village,33.709007,-108.761433,707,,74.65975189,52.1704102,12.22213745,2.979439259
Ribera,35.36996,-105.444092,735,,69.26481628,50.52889614,9.364982605,2.925926208
Rincon,32.672867,-107.076291,693,,65.14337158,52.86151937,5.313720703,2.802947283
Rio Communities,34.641437,-106.716493,583,,62.10820007,58.69081827,2.163192749,2.600829601
Rio en Medio,35.82221,-105.900907,418,,61.67830658,67.0979107,0.661613464,2.326984644
Rio Lucio,36.192177,-105.720034,215,,61.58698273,77.22377284,0.319389343,2.22137928
Rio Rancho city,35.287308,-106.697982,21,,60.35106277,88.4474544,359.3616943,2.379903793
Rivers,33.675721,-108.776849,49,,63.86123276,86.25450494,298.6011963,1.017394781
Rock Springs,35.608807,-108.829341,252,,63.98723602,75.16359663,286.9354858,1.111095309
Rodeo,31.839649,-109.02664,449,,61.78723526,65.25809342,285.2693787,1.382626772
Rodey,32.653824,-107.135792,603,,57.66362,57.20342066,300.4437561,1.851356506
Rosedale,32.769429,-108.241624,699,,56.51618195,51.89891679,310.8617859,2.246090412
Roswell city,33.372913,-104.529317,727,,55.12839127,50.23998648,319.0149231,2.554737091
Rowe,35.492254,-105.671569,685,,52.99672318,52.57720302,326.9196167,2.771625519
Roy village,35.945095,-104.196288,578,,51.34758377,58.42733549,334.6071472,2.734557152
Ruidoso Downs city,33.331192,-105.596747,415,,53.54868317,66.86062466,341.2138367,2.309907198
Ruidoso village,33.364111,-105.64429,215,,55.46959686,77.0109679,345.9458923,1.803003788
Sacramento,32.791715,-105.572285,23,,55.43435287,88.25474885,350.7878418,1.507591009
Salem,32.712197,-107.204377,53,,64.72406769,86.10188721,331.8485718,2.663362026
San Acacia,34.254947,-106.902227,259,,60.49185562,74.98601181,329.9796448,2.094278336
San Antonio,33.916165,-106.870022,456,,53.80549622,65.04907775,327.1509705,1.877520323
San Antonito,35.157518,-106.347514,609,,48.63354492,56.95883805,323.0334473,1.772438169
San Antonito,33.891806,-106.879946,703,,45.51063919,51.62204813,308.8421021,1.749358892
San Cristobal,36.610126,-105.631798,731,,42.85643005,49.94629263,291.7735596,2.025284767
San Felipe Pueblo,35.433778,-106.425015,689,,40.84165573,52.28921683,284.0002747,2.457075119
San Fidel,35.102568,-107.597532,582,,39.90995789,58.16144176,288.5135193,2.739799976
San Ildefonso Pueblo,35.895444,-106.122531,419,,43.81027222,66.62196178,296.4603882,2.620195866
San Jon village,35.114166,-103.335387,218,,51.8277092,76.79749327,302.5404053,2.417725563
San Jose,36.036727,-106.100443,25,,56.44105148,88.06177826,309.5440674,2.57673192
San Jose,35.395553,-105.475886,55,,60.19387817,85.94393449,320.1219482,4.339651108
San Lorenzo,32.808555,-107.922132,263,,50.87182999,74.80312283,321.0029297,4.068282127
San Luis,35.700914,-107.043079,461,,41.54419708,64.83471321,322.6259766,4.173158169
San Mateo,35.33211,-107.646925,615,,34.76354218,56.70885722,324.9004211,4.32049942
San Miguel,32.153459,-106.72685,709,,30.33184624,51.33990808,327.7451477,4.324410439
San Pablo,32.250657,-106.762599,736,,27.52375603,49.64792617,332.2269287,4.247189999
San Pedro,35.227992,-106.184714,695,,25.95080948,51.99768297,337.7773743,4.117947578
San Rafael,35.087771,-107.889422,588,,25.46030045,57.89326088,339.8924866,3.967854977
San Ysidro,32.356753,-106.812892,426,,28.55822182,66.3820345,339.2706604,3.607694626
San Ysidro village,35.560487,-106.773247,224,,37.82564926,76.58344137,338.0449524,3.155649662
Sandia Heights,35.174392,-106.488522,27,,46.40139771,87.86860765,335.4134521,2.922054291
Sandia Knolls,35.160332,-106.298665,58,,44.84426498,85.78074312,328.3780518,1.202941418
Sandia Park,35.16477,-106.365744,268,,35.11125565,74.6150183,330.3128662,0.736955523
Sanostee,36.432902,-108.872962,469,,26.08785057,64.6150957,324.7880249,0.391622365
Santa Ana Pueblo,35.349557,-106.520172,596,,19.68516159,56.45357954,209.2422638,0.435486197
Santa Clara Pueblo,35.972609,-106.092813,724,,18.58355522,51.05260078,203.845459,0.583393812
Santa Clara village,32.77786,-108.155442,752,,18.5070591,49.34499807,206.1409912,0.662129164
Santa Cruz,35.993982,-106.035764,710,,18.98562241,51.70272315,210.1672974,0.708909214
Santa Fe city,35.666272,-105.972663,601,,20.40937805,57.6229169,209.7077789,0.775977254
Santa Rosa city,34.935973,-104.677071,436,,27.46640968,66.14095666,206.1209717,1.008893251
Santa Teresa,31.870461,-106.670091,231,,40.15638351,76.36891009,195.0767517,1.422990561
Santo Domingo Pueblo,35.517516,-106.366981,30,,48.1950264,87.67533303,193.3933716,1.674958825
Sausal,34.680728,-106.759709,61,,52.11234283,85.61236754,288.8577271,2.609584808
Seama,35.044051,-107.527082,271,,40.9952507,74.42177737,289.2469482,2.264335632
Seboyeta,35.224097,-107.404915,471,,31.53711319,64.39031759,279.2215576,2.383386612
Sedillo,35.090621,-106.286941,627,,27.00596428,56.19310423,261.8784485,2.728369474
Sena,35.303645,-105.391364,723,,25.929245,50.7602293,257.2114868,2.73358345
Sheep Springs,36.1563,-108.690563,752,,25.36878204,49.03761837,254.8252258,2.644313335
Shiprock,36.792401,-108.70057,710,,25.42690659,51.40445748,253.0820313,2.458918571
Silver City town,32.77826,-108.269866,601,,26.57016182,57.35053069,252.9868317,2.196429968
Skyline-Ganipa,35.032791,-107.613971,436,,32.55426788,65.89883662,255.8150024,1.976641893
Socorro city,34.054404,-106.906428,232,,43.93945313,76.15398724,253.0832672,1.983112574
Soham,35.416867,-105.498497,32,,52.14084244,87.48201276,247.8270264,2.205508232
Sombrillo,35.980208,-106.035273,65,,56.09233856,85.43889294,290.6868286,4.307518959
South Acomita Village,35.053348,-107.560967,280,,42.02145004,74.22349219,291.3118286,4.078224182
South Valley,35.009022,-106.682038,483,,29.29888916,64.16047932,290.2063293,4.211012363
Spencerville,36.819155,-108.05607,641,,22.41287613,55.92753696,290.9742737,4.346590042
Springer town,36.366138,-104.593122,738,,19.43902588,50.46290151,293.1397095,4.326450825
Sunland Park city,31.813756,-106.587934,766,,18.29946327,48.72590107,294.6479187,4.157847404
Sunshine,32.134393,-107.783795,724,,18.03396606,51.10300992,294.6694031,3.966053963
Tajique,34.760039,-106.30102,614,,18.53000069,57.0762267,294.7514648,3.793808937
Talpa,36.342109,-105.59232,448,,22.62113953,65.65578615,294.9645386,3.490973949
Taos Pueblo,36.465571,-105.563486,241,,32.05390167,75.93876549,292.5118408,3.26087904
Taos Ski Valley village,36.590812,-105.437597,36,,40.30634308,87.28872521,291.7371216,3.347237587
Taos town,36.386834,-105.580251,64,,54.26701355,85.26040864,333.7666016,3.560982227
Tatum town,33.255265,-103.311149,271,,44.57597733,74.0202571,336.1071472,3.236201763
Tecolote,35.46042,-105.284208,470,,39.00160217,63.92568314,339.2190552,3.273464203
Tecolotito,35.230782,-105.163014,625,,36.38626099,55.65698441,338.0263062,3.167612076
Tesuque,35.7486,-105.920994,722,,33.93723679,50.16072503,333.0021667,2.839271307
Tesuque Pueblo,35.809035,-105.975179,750,,31.75466156,48.40995897,326.9893799,2.58630538
Texico city,34.389636,-103.051296,709,,30.48686981,50.79850229,321.8538208,2.396379471
Thoreau,35.4209,-108.223552,602,,30.49214554,56.80012585,317.5793457,2.164428473
Tierra Amarilla,36.706073,-106.559851,438,,34.80362701,65.41191181,315.144104,1.816490412
Tijeras village,35.088454,-106.37604,236,,46.0266571,75.72332997,314.3880005,1.399492979
Timberon,32.635997,-105.692372,36,,54.01089859,87.09552885,315.0779419,1.072417498
Tohatchi,35.84103,-108.750601,67,,58.41757202,85.07699544,319.1248779,0.991840184
Tome,34.739688,-106.723004,278,,45.10839462,73.81216518,307.0308838,0.91003406
Torreon,35.793154,-107.212402,479,,34.49881363,63.68603098,243.8284912,1.392052412
Torreon,34.724134,-106.300829,638,,28.66198158,55.38155353,226.9942017,1.967555285
Trout Valley,33.036224,-108.189262,736,,25.63736343,49.85380857,229.3928986,2.264289856
Truchas,36.033791,-105.80949,765,,24.24085617,48.08990642,237.3783417,2.493920565
Truth or Consequences city,33.184988,-107.258768,723,,23.8718338,50.49105833,246.6759186,2.650281429
Tse Bonito,35.652474,-109.036183,615,,24.46557045,56.52235108,251.1186066,2.700598955
Tucumcari city,35.170098,-103.704114,449,,28.63077164,65.16732189,252.9658356,2.562080622
Tularosa village,33.075247,-106.017518,244,,39.58983612,75.50776735,249.7070465,2.406538963
Twin Forks,32.946316,-105.637368,40,,50.06785965,86.90248785,245.0891876,2.375923634
Twin Lakes,35.683353,-108.770904,74,,48.53198624,84.88872617,297.7626038,2.793326139
Tyrone,32.709936,-108.302735,292,,38.94808578,73.59931042,298.9925842,2.336549759
University Park,32.276764,-106.74633,499,,28.09088898,63.44162744,293.8476563,2.236127377
Upper Fruitland,36.720462,-108.323105,660,,20.0655365,55.10135366,285.3796692,2.404207945
Ute Park,36.546689,-105.1038,759,,16.87059021,49.54226234,277.2908936,2.558879852
Vadito,36.192924,-105.675328,788,,15.56445026,47.76585847,269.7345581,2.818824768
Vado,32.127883,-106.657077,744,,15.08556557,50.18080165,264.336731,3.091220856
Valencia,34.805388,-106.686879,633,,15.43516254,56.24302401,260.4029541,3.328446388
Vaughn town,34.607201,-105.21258,464,,19.01828194,64.92212266,257.9408569,3.403155804
Veguita,34.514686,-106.767915,255,,28.7524395,75.2921631,254.3277283,3.404318333
Velarde,36.160787,-105.965927,44,,39.32687759,86.70967151,252.5498657,3.552391052
Ventura,32.243781,-107.683203,74,,63.07779694,84.69568517,5.172912598,3.862447262
Villanueva,35.265935,-105.360228,287,,53.54797363,73.38178652,19.99769592,3.957592726
Virden village,32.688926,-109.001503,487,,48.25485229,63.19257472,36.29925919,4.107032299
Wagon Mound village,36.004572,-104.70921,642,,46.81537628,54.81649045,49.3481102,3.977397919
Waterflow,36.757424,-108.470977,593,,48.61727524,49.22619172,59.68575668,3.861213446
Watrous,35.789845,-104.982138,642,,53.10871506,47.4379242,66.54846191,3.821121931
Weed,32.802519,-105.524702,43,,58.43138885,49.86784823,68.7281189,4.00244236
West Hammond,36.680819,-108.049416,377,,65.27401733,55.96225537,66.95509338,4.503917217
White Rock,35.807479,-106.206705,317,,73.40518951,64.67640407,65.2347641,4.971645832
White Sands,32.383577,-106.492768,164,,81.20249176,75.07657636,63.79255676,5.005785942
White Signal,32.572394,-108.351153,44,,86.71283722,86.51707288,62.51342773,4.968198776
Whites City,32.176717,-104.374133,77,,82.86138153,84.49797545,56.17714691,3.795825481
Willard village,34.594858,-106.031737,292,,73.27431488,73.15970308,61.02160645,4.127055168
Williamsburg village,33.115649,-107.296154,494,,64.92803955,62.93899031,68.63329315,4.323551655
Windmill,31.976871,-108.631504,652,,57.70036697,54.52708526,76.74743652,4.232600212
Winston,33.345962,-107.648727,750,,51.21347427,48.90571826,85.87264252,3.946773052
Yah-ta-hey,35.621608,-108.791875,740,,44.20796204,49.55233648,104.0135803,2.858760357
Young Place,36.993406,-107.493078,781,,46.62998962,47.10623081,95.18321228,3.442595482
Youngsville,36.192845,-106.565939,466,,46.07505798,64.43029804,124.6036453,1.919816613
Zia Pueblo,35.520015,-106.714946,632,,43.73104858,55.68018552,114.3127747,2.33946991
Zuni Pueblo,35.070744,-108.848351,49,,64.67717743,86.32487785,153.3088074,1.81097436
